"氏名","ふりがな","氏名ふりがな"
"出口よしゆき","でぐちよしゆき","出口よしゆき（でぐちよしゆき）"
"中江秀夫","なかえひでお","中江秀夫（なかえひでお）"
"安西俊一","あんざいとしかず","安西俊一（あんざいとしかず）"
"峯岸良至","みねぎしよしじ","峯岸良至（みねぎしよしじ）"
"うめだ信利","うめだのぶとし","うめだ信利（うめだのぶとし）"
"鈴木信行","すずきのぶゆき","鈴木信行（すずきのぶゆき）"
"会田浩貞","あいだひろしてい","会田浩貞（あいだひろしてい）"
"くぼ洋子","くぼようこ","くぼ洋子（くぼようこ）"
"向江すみえ","むかえすみえ","向江すみえ（むかえすみえ）"
"おりかさ明実","おりかさめいみ","おりかさ明実（おりかさめいみ）"
"上村やす子","かみむらやすこ","上村やす子（かみむらやすこ）"
"平田みつよし","ひらたみつよし","平田みつよし（ひらたみつよし）"
"立花孝志","たちばなたかし","立花孝志（たちばなたかし）"
"倉沢よう次","くらさわようつぎ","倉沢よう次（くらさわようつぎ）"
"上原ゆみえ","うえはらゆみえ","上原ゆみえ（うえはらゆみえ）"
"水摩雪絵","みずまゆきえ","水摩雪絵（みずまゆきえ）"
"天野ゆうや","あまのゆうや","天野ゆうや（あまのゆうや）"
"新村秀男","にいむらひでお","新村秀男（にいむらひでお）"
"米川大二郎","よねかわだいじろう","米川大二郎（よねかわだいじろう）"
"荒井彰一","あらいしょういち","荒井彰一（あらいしょういち）"
"小用進","しょうようすすむ","小用進（しょうようすすむ）"
"梅沢五十六","うめさわいそろく","梅沢五十六（うめさわいそろく）"
"清水忠","しみずただし","清水忠（しみずただし）"
"丸山銀一","まるやまぎんいち","丸山銀一（まるやまぎんいち）"
"舟坂ちかお","ふなさかちかお","舟坂ちかお（ふなさかちかお）"
"佐藤ゆうだい","さとうゆうだい","佐藤ゆうだい（さとうゆうだい）"
"大高たく","おおだかたく","大高たく（おおだかたく）"
"筒井孝尚","つついたかなお","筒井孝尚（つついたかなお）"
"渡辺キヨ子","わたなべきよこ","渡辺キヨ子（わたなべきよこ）"
"くげしげる","くげしげる","くげしげる（くげしげる）"
"斉藤初夫","さいとうはつお","斉藤初夫（さいとうはつお）"
"石田千秋","いしだせんしゅう","石田千秋（いしだせんしゅう）"
"ふせ秀明","ふせひであき","ふせ秀明（ふせひであき）"
"中江","なかえ","中江（なかえ）"
"おりかさ","おりかさ","おりかさ（おりかさ）"
"大塚武","おおつかたけし","大塚武（おおつかたけし）"
"石井みさお","いしいみさお","石井みさお（いしいみさお）"
"杉浦よう子","すぎうらようこ","杉浦よう子（すぎうらようこ）"
"野島英夫","のじまひでお","野島英夫（のじまひでお）"
"谷野せいしろう","たにのせいしろう","谷野せいしろう（たにのせいしろう）"
"早川久美子","はやかわくみこ","早川久美子（はやかわくみこ）"
"渡辺好枝","わたなべよしえ","渡辺好枝（わたなべよしえ）"
"内田たかし","うちだたかし","内田たかし（うちだたかし）"
"加藤のぶたか","かとうのぶたか","加藤のぶたか（かとうのぶたか）"
"大森義明","おおもりよしあき","大森義明（おおもりよしあき）"
"秋本こうたろう","あきもとこうたろう","秋本こうたろう（あきもとこうたろう）"
"峯岸實","みねぎしじつ","峯岸實（みねぎしじつ）"
"高橋信夫","たかはしのぶお","高橋信夫（たかはしのぶお）"
"鈴木なおひろ","すずきなおひろ","鈴木なおひろ（すずきなおひろ）"
"中村武夫","なかむらたけお","中村武夫（なかむらたけお）"
"鈴木烈","すずきれつ","鈴木烈（すずきれつ）"
"髙橋侃","はしかん","髙橋侃（はしかん）"
"伊藤まさき","いとうまさき","伊藤まさき（いとうまさき）"
"遠藤勝男","えんどうかつお","遠藤勝男（えんどうかつお）"
"小笠原光雄","おがさわらみつお","小笠原光雄（おがさわらみつお）"
"反町直志","たんまちなおし","反町直志（たんまちなおし）"
"福本亜細亜","ふくもとあじあ","福本亜細亜（ふくもとあじあ）"
"矢島やすたか","やじまやすたか","矢島やすたか（やじまやすたか）"
"加藤和男","かとうかずお","加藤和男（かとうかずお）"
"大森としかず","おおもりとしかず","大森としかず（おおもりとしかず）"
"橋本ひろし","はしもとひろし","橋本ひろし（はしもとひろし）"
"大高良三","おおだかりょうぞう","大高良三（おおだかりょうぞう）"
"五十嵐正男","いがらしまさお","五十嵐正男（いがらしまさお）"
"みねぎし実","みねぎしみ","みねぎし実（みねぎしみ）"
"高森きみこ","たかもりきみこ","高森きみこ（たかもりきみこ）"
"あべひろし","あべひろし","あべひろし（あべひろし）"
"角はじめ","かくはじめ","角はじめ（かくはじめ）"
"廣部幸雄","ひろべゆきお","廣部幸雄（ひろべゆきお）"
"清水やすひろ","しみずやすひろ","清水やすひろ（しみずやすひろ）"
"東村ともひろ","ひがしむらともひろ","東村ともひろ（ひがしむらともひろ）"
"髙橋ただし","はしただし","髙橋ただし（はしただし）"
"髙島ひろし","しまひろし","髙島ひろし（しまひろし）"
"内田公平","うちだこうへい","内田公平（うちだこうへい）"
"安部秀典","あべひでのり","安部秀典（あべひでのり）"
"伊藤としお","いとうとしお","伊藤としお（いとうとしお）"
"山崎としひろ","やまざきとしひろ","山崎としひろ（やまざきとしひろ）"
"高田照男","たかだてるお","高田照男（たかだてるお）"
"くらはし陽子","くらはしようこ","くらはし陽子（くらはしようこ）"
"わしず雄造","わしずゆうぞう","わしず雄造（わしずゆうぞう）"
"坂内もとお","さかうちもとお","坂内もとお（さかうちもとお）"
"柳下博臣","やぎしたひろおみ","柳下博臣（やぎしたひろおみ）"
"会田ひろさだ","あいだひろさだ","会田ひろさだ（あいだひろさだ）"
"鈴木一光","すずきいっこう","鈴木一光（すずきいっこう）"
"木下しげき","きのしたしげき","木下しげき（きのしたしげき）"
"清田直","きよだちょく","清田直（きよだちょく）"
"高橋太郎","たかはしたろう","高橋太郎（たかはしたろう）"
